srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,weekday,week_of_year,hour_time,minute_time,time_epoch,early_night,nans_count,score,event_id
1672,2021-08-17 14:08:14,14,100,,,100,123424,3,3.0,1,0.0,0.0333,0.0,55.84,0,3410,1,120,2,0,1,1,,38.81,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,25,14,8,1371737294.0,False,27,-1.700994858943622,26
1672,2021-08-17 14:08:14,14,100,,,100,126157,3,4.5,1,2.94,0.1107,0.0,112.64,0,3410,1,120,2,0,1,1,,37.41,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,25,14,8,1371737294.0,False,27,-0.8967058235954042,27
1672,2021-08-17 14:08:14,14,100,,,100,128115,3,4.0,1,2.56,,0.0,121.31,0,3410,1,120,2,0,1,1,,37.89,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,25,14,8,1371737294.0,False,28,-1.4056715331277445,28
1672,2021-08-17 14:08:14,14,100,,,100,131410,4,4.0,1,2.64,0.1022,0.0,111.68,1,3410,1,120,2,0,1,1,,37.88,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,25,14,8,1371737294.0,False,27,-0.40074329709036005,29
1672,2021-08-17 14:08:14,14,100,,,100,136287,3,4.0,1,2.83,0.0468,0.0,104.94,0,3410,1,120,2,0,1,1,,37.07,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,25,14,8,1371737294.0,False,27,-1.1471701724829555,30
1672,2021-08-17 14:08:14,14,100,,,100,136917,4,4.0,1,2.83,0.0943,0.0,120.34,1,3410,1,120,2,0,1,1,,36.77,0,,,,,,,,,,,,,,,,,,,,,,,,,0,3,25,14,8,1371737294.0,False,27,-0.2685474936727544,31
1673,2021-04-30 19:48:00,5,219,,,219,1811,2,4.5,1,1.39,0.0427,4.52,119.0,0,17204,1,11,2,0,1,0,-16.5794,194.71,0,,,,0.0,0.0,9.0,0.0,0.0,33.0,,,,,,,,,,,,,0.0,0.0,8.0,0,5,9,19,48,1362253680.0,False,17,-0.28292614463297694,32
1673,2021-04-30 19:48:00,5,219,,,219,3271,2,3.5,1,2.48,0.0269,4.55,136.0,1,17204,1,11,2,0,1,0,-21.9943,194.03,0,,,,1.0,0.0,5.0,0.0,0.0,,,,,-1.0,0.0,12.0,,,,,,,-1.0,0.0,12.0,0,5,9,19,48,1362253680.0,False,15,-0.97491992066589,33
1673,2021-04-30 19:48:00,5,219,,,219,14798,2,4.0,0,2.56,0.0114,4.34,114.0,0,17204,1,11,2,0,1,0,-21.822,193.95,0,,,,,,,,,,,,,-1.0,0.0,11.0,,,,,,,-1.0,0.0,11.0,0,5,9,19,48,1362253680.0,False,20,-2.3382089358992446,34
1673,2021-04-30 19:48:00,5,219,,,219,21219,3,4.0,1,2.3,0.0734,4.42,144.0,1,17204,1,11,2,0,1,0,-17.0205,193.51,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,20,0.3826906228938872,35
1673,2021-04-30 19:48:00,5,219,,,219,27421,3,4.5,1,1.95,0.0948,5.34,159.0,0,17204,1,11,2,0,1,0,-21.46,197.3,0,,,,0.0,0.0,10.0,-1.0,0.0,10.0,,,,0.0,0.0,10.0,,,,,,,0.0,0.0,10.0,0,5,9,19,48,1362253680.0,False,14,-1.3005018083467956,36
1673,2021-04-30 19:48:00,5,219,,,219,31773,2,2.0,0,1.1,0.0122,4.31,60.0,0,17204,1,11,2,0,1,0,-20.3569,190.83,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,22,-1.5948458668052625,37
1673,2021-04-30 19:48:00,5,219,,,219,33138,4,4.0,1,1.95,0.1611,5.04,199.0,0,17204,1,11,2,0,1,0,-16.0377,197.17,0,,,,0.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,17,-0.2882602676147196,38
1673,2021-04-30 19:48:00,5,219,,,219,33683,3,4.0,1,1.1,0.0095,4.31,104.0,0,17204,1,11,2,0,1,0,-20.6802,195.81,0,,,,0.0,0.0,,0.0,0.0,9.0,,,,-1.0,0.0,7.0,,,,,,,-1.0,0.0,8.0,0,5,9,19,48,1362253680.0,False,15,-2.401677974224219,39
1673,2021-04-30 19:48:00,5,219,,,219,34439,3,4.0,1,1.1,0.008,4.73,63.0,0,17204,1,11,2,0,1,0,-21.2483,190.5,0,,,,0.0,0.0,16.0,0.0,0.0,16.0,,,,,,,,,,,,,0.0,0.0,16.0,0,5,9,19,48,1362253680.0,False,17,-1.718731778344949,40
1673,2021-04-30 19:48:00,5,219,,,219,35956,2,4.0,1,2.08,0.0579,4.57,99.0,0,17204,1,11,2,0,1,0,-16.8765,193.83,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,18,-0.6067070779140614,41
1673,2021-04-30 19:48:00,5,219,,,219,39486,3,4.5,1,2.3,0.0193,4.74,103.0,1,17204,1,11,2,0,1,0,-20.7135,188.99,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1.0,0.0,24.0,0,5,9,19,48,1362253680.0,False,19,-0.4847760387502028,42
1673,2021-04-30 19:48:00,5,219,,,219,41552,2,3.0,1,2.2,0.0044,4.37,65.0,0,17204,1,11,2,0,1,0,-17.1313,192.98,0,,,,1.0,0.0,6.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,17,-1.770914521722521,43
1673,2021-04-30 19:48:00,5,219,,,219,48937,2,4.0,1,0.69,0.0355,4.82,118.0,0,17204,1,11,2,0,1,0,-21.3353,196.34,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,18,-0.8894631398100682,44
1673,2021-04-30 19:48:00,5,219,,,219,54080,3,4.5,1,0.69,0.0355,4.69,89.0,0,17204,1,11,2,0,1,0,-20.4601,196.34,0,,,,0.0,0.0,28.0,0.0,0.0,,,,,0.0,0.0,28.0,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,16,-0.6466334977703221,45
1673,2021-04-30 19:48:00,5,219,,,219,58859,3,4.5,1,1.39,0.0463,4.75,159.0,0,17204,1,11,2,0,1,0,-20.4585,197.63,0,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,5,9,19,48,1362253680.0,False,19,-0.8904917095862706,46
1673,2021-04-30 19:48:00,5,219,,,219,59263,3,4.0,1,1.39,0.0519,4.88,162.0,0,17204,1,11,2,0,1,0,-20.6488,196.96,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,18,-1.1285055629595364,47
1673,2021-04-30 19:48:00,5,219,,,219,64610,2,3.5,1,2.08,0.0632,4.52,139.0,0,17204,1,11,2,0,1,0,-17.0985,193.79,0,,,,0.0,0.0,28.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,28.0,0,5,9,19,48,1362253680.0,False,18,-1.2384501666441239,48
1673,2021-04-30 19:48:00,5,219,,,219,69680,3,4.0,1,1.39,0.0446,4.91,175.0,0,17204,1,11,2,0,1,0,-20.9119,194.72,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,18,-0.8431662880293613,49
1673,2021-04-30 19:48:00,5,219,,,219,73141,3,4.0,1,2.48,0.0226,4.8,99.0,0,17204,1,11,2,0,1,0,-22.4101,194.21,0,,,,0.0,0.0,,0.0,0.0,4.0,,,,,,,,,,,,,0.0,0.0,4.0,0,5,9,19,48,1362253680.0,False,18,-1.446397506030456,50
1673,2021-04-30 19:48:00,5,219,,,219,74804,2,3.5,1,2.48,0.0119,4.62,75.0,0,17204,1,11,2,0,1,0,-22.5215,193.6,0,,,,0.0,0.0,13.0,-1.0,0.0,13.0,,,,-1.0,0.0,13.0,,,,,,,0.0,0.0,13.0,0,5,9,19,48,1362253680.0,False,14,-2.0974767802278356,51
1673,2021-04-30 19:48:00,5,219,,,219,79044,2,3.0,1,2.3,0.0755,4.26,90.0,0,17204,1,11,2,0,1,0,-16.7048,193.48,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,5.0,,,,,,,-1.0,0.0,5.0,0,5,9,19,48,1362253680.0,False,16,-2.0530177939766197,52
1673,2021-04-30 19:48:00,5,219,,,219,81798,2,3.0,1,2.48,0.0235,4.47,63.0,0,17204,1,11,2,0,1,0,-22.8491,193.98,0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,0,5,9,19,48,1362253680.0,False,23,-0.9920452976684798,53
1673,2021-04-30 19:48:00,5,219,,,219,84141,2,2.5,1,1.39,0.0157,4.04,39.0,0,17204,1,11,2,0,1,0,-20.3821,192.26,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,20,-1.2569446076611988,54
1673,2021-04-30 19:48:00,5,219,,,219,84767,3,4.0,1,2.48,0.0118,5.33,145.0,0,17204,1,11,2,0,1,0,-22.4066,193.6,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,18,-1.0044772003532043,55
1673,2021-04-30 19:48:00,5,219,,,219,90966,2,1.5,1,2.48,0.0125,4.17,47.0,0,17204,1,11,2,0,1,0,-22.3444,193.66,0,,,,0.0,0.0,,,,,,,,-1.0,0.0,22.0,,,,,,,-1.0,0.0,22.0,0,5,9,19,48,1362253680.0,False,18,-2.5376932971078183,56
1673,2021-04-30 19:48:00,5,219,,,219,100255,3,4.5,1,1.39,0.053,5.1,279.0,0,17204,1,11,2,0,1,0,-20.9542,197.68,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,18,-1.2661199019717873,57
1673,2021-04-30 19:48:00,5,219,,,219,104622,3,4.5,1,2.3,0.0087,4.77,129.0,1,17204,1,11,2,0,1,0,-21.2626,189.85,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,14.0,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,17,-1.2193733870235468,58
1673,2021-04-30 19:48:00,5,219,,,219,119251,2,4.5,1,0.0,0.0573,4.61,101.0,0,17204,1,11,2,0,1,0,-19.8904,199.03,0,,,,0.0,0.0,,1.0,0.0,3.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,17,-1.1088415354941412,59
1673,2021-04-30 19:48:00,5,219,,,219,120624,3,4.5,1,2.3,0.0379,4.93,160.0,0,17204,1,11,2,0,1,0,-16.8096,193.28,0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,0,5,9,19,48,1362253680.0,False,22,-0.8055642573997082,60
1673,2021-04-30 19:48:00,5,219,,,219,126864,2,1.0,1,1.1,0.0074,4.37,68.0,0,17204,1,11,2,0,1,0,-21.9114,195.47,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,18,-2.0470095329187123,61
1673,2021-04-30 19:48:00,5,219,,,219,138098,2,3.5,1,2.48,0.0046,4.35,65.0,0,17204,1,11,2,0,1,0,,193.36,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,5,9,19,48,1362253680.0,False,19,-2.4248424869884815,62
1673,2021-04-30 19:48:00,5,219,,,219,139776,2,3.5,1,1.39,0.0263,4.26,84.0,0,17204,1,11,2,0,1,0,-16.7471,192.51,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,13.0,,,,,,,0.0,0.0,5.0,0,5,9,19,48,1362253680.0,False,16,-1.6520079433370007,63
1674,2021-02-20 17:05:39,5,219,,,219,11771,2,4.5,1,0.0,0.0192,4.48,51.0,0,14194,2,60,1,1,1,1,,695.01,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.8478834081623227,64
1674,2021-02-20 17:05:39,5,219,,,219,13277,3,4.5,1,2.2,0.0464,5.14,129.0,1,14194,2,60,1,1,1,1,,703.22,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.29111398785981657,65
1674,2021-02-20 17:05:39,5,219,,,219,30596,3,3.5,1,1.1,0.0027,5.0,109.0,0,14194,2,60,1,1,1,1,,707.13,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.8885391099912205,66
1674,2021-02-20 17:05:39,5,219,,,219,34145,3,3.0,1,1.61,0.0001,5.0,135.0,1,14194,2,60,1,1,1,1,,701.07,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-1.0322688158469644,67
1674,2021-02-20 17:05:39,5,219,,,219,36728,3,4.5,1,1.61,0.008,4.81,95.0,1,14194,2,60,1,1,1,1,,693.97,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-1.461484979133962,68
1674,2021-02-20 17:05:39,5,219,,,219,37415,3,4.5,1,2.2,0.0426,5.01,118.0,0,14194,2,60,1,1,1,1,,703.3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.8130846966614566,69
1674,2021-02-20 17:05:39,5,219,,,219,37652,3,4.0,1,1.61,0.0221,4.83,90.0,0,14194,2,60,1,1,1,1,,696.35,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.8895459851910077,70
1674,2021-02-20 17:05:39,5,219,,,219,39029,3,3.5,1,2.2,0.0369,4.54,65.0,0,14194,2,60,1,1,1,1,,703.35,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.9929824000951738,71
1674,2021-02-20 17:05:39,5,219,,,219,42178,2,3.0,0,1.79,0.0147,4.65,119.0,1,14194,2,60,1,1,1,1,,701.05,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.98103486072097,72
1674,2021-02-20 17:05:39,5,219,,,219,45147,3,4.0,1,1.1,0.0254,4.96,98.0,0,14194,2,60,1,1,1,1,,699.0,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.25704139168494355,73
1674,2021-02-20 17:05:39,5,219,,,219,47001,2,3.0,1,2.2,0.111,4.35,49.0,0,14194,2,60,1,1,1,1,,693.71,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-1.1486306179557195,74
1674,2021-02-20 17:05:39,5,219,,,219,47661,3,4.5,1,1.1,0.0678,4.92,130.0,0,14194,2,60,1,1,1,1,,697.52,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.29183479433395243,75
1674,2021-02-20 17:05:39,5,219,,,219,55709,3,4.5,1,0.69,0.0228,5.02,131.0,1,14194,2,60,1,1,1,1,,695.12,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.8173841526971111,76
1674,2021-02-20 17:05:39,5,219,,,219,66962,3,4.5,1,2.2,0.023,4.84,103.0,0,14194,2,60,1,1,1,1,,702.93,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.7997382809255286,77
1674,2021-02-20 17:05:39,5,219,,,219,68105,2,3.0,1,0.0,0.0122,4.25,65.0,0,14194,2,60,1,1,1,1,,705.97,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-1.3724753598918094,78
1674,2021-02-20 17:05:39,5,219,,,219,68244,3,4.5,1,1.1,0.0458,4.84,107.0,0,14194,2,60,1,1,1,1,,697.5,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.43537509199544144,79
1674,2021-02-20 17:05:39,5,219,,,219,75538,3,3.5,1,0.0,0.0378,4.83,104.0,0,14194,2,60,1,1,1,1,,695.79,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.9898287182282162,80
1674,2021-02-20 17:05:39,5,219,,,219,82440,2,3.5,0,1.61,0.0048,4.77,91.0,0,14194,2,60,1,1,1,1,,698.27,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-1.179019056269906,81
1674,2021-02-20 17:05:39,5,219,,,219,90069,4,4.0,1,1.79,0.1112,5.36,169.0,0,14194,2,60,1,1,1,1,,700.92,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-1.0171331205687344,82
1674,2021-02-20 17:05:39,5,219,,,219,92336,3,4.0,1,1.1,0.0904,4.71,93.0,0,14194,2,60,1,1,1,1,,697.44,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.30340461207504277,83
1674,2021-02-20 17:05:39,5,219,,,219,103101,2,3.5,1,2.2,0.017,4.76,96.0,0,14194,2,60,1,1,1,1,,703.09,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.7678471059546532,84
1674,2021-02-20 17:05:39,5,219,,,219,105478,2,4.0,1,1.79,0.0269,4.32,47.0,0,14194,2,60,1,1,1,1,,694.28,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-1.2212623784056793,85
1674,2021-02-20 17:05:39,5,219,,,219,110792,3,4.5,1,0.69,0.0106,5.0,104.0,0,14194,2,60,1,1,1,1,,704.07,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-1.0396753183262155,86
1674,2021-02-20 17:05:39,5,219,,,219,112571,3,3.5,1,1.61,0.004,5.54,134.0,0,14194,2,60,1,1,1,1,,698.21,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-1.351785223474264,87
1674,2021-02-20 17:05:39,5,219,,,219,117325,4,5.0,1,0.0,0.0032,5.21,219.0,0,14194,2,60,1,1,1,1,,698.47,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-2.5717983451969992,88
1674,2021-02-20 17:05:39,5,219,,,219,120474,3,4.5,1,2.2,0.0842,4.81,100.0,0,14194,2,60,1,1,1,1,,693.95,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.6447696110179423,89
1674,2021-02-20 17:05:39,5,219,,,219,125492,4,4.0,1,2.2,0.0081,5.04,139.0,0,14194,2,60,1,1,1,1,,703.08,1,,,,,,,,,,,,,,,,,,,,,,,,,0,6,51,17,5,1356282339.0,False,27,-0.6231630850209923,90
