TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,OWN_CAR_AGE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,FLAG_OWN_CAR_N,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_N,FLAG_OWN_REALTY_Y
0,0,38419.155,148365.0,10678.5,135000.0,0.015221,-20417,365243,-5246.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,1,0,1,0,0,1
0,0,67500.0,80865.0,5881.5,67500.0,0.031329,-13439,-2717,-311.0,,2.0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0825,,0.9811,,,0.0135,,0.0778,1,0,1,0,0,1
0,1,225000.0,918468.0,28966.5,697500.0,0.016612000000000002,-14086,-3028,-643.0,23.0,3.0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,0.1474,0.0973,0.9806,0.7348,0.0582,0.0931,0.1202,0.1397,1,0,0,1,1,0
0,0,189000.0,773680.5,32778.0,679500.0,0.010006,-14583,-203,-615.0,,2.0,2,1,,,,,,,0.3495,0.1335,0.9985,0.9796,0.1143,0.1758,0.2849,0.3774,1,0,1,0,0,1
0,0,157500.0,299772.0,20160.0,247500.0,0.020713,-8728,-1157,-3494.0,17.0,1.0,3,3,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1,0,0,1,0,1
0,0,108000.0,509602.5,26149.5,387000.0,0.018634,-12931,-1317,-6392.0,,2.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,1,0,1,0,1,0
0,1,81000.0,270000.0,13500.0,270000.0,0.010966,-9776,-191,-4143.0,,3.0,2,2,,,,,,,,,,,,,,,0,1,1,0,0,1
0,0,112500.0,157500.0,7875.0,157500.0,0.04622,-17718,-7804,-8751.0,,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0278,0.0617,0.9881,0.8368,0.0018,0.0279,0.0227,0.028999999999999998,0,1,1,0,0,1
0,1,90000.0,544491.0,17563.5,454500.0,0.015221,-11348,-2038,-1021.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,1,0,1,0,0,1
0,0,135000.0,427500.0,21375.0,427500.0,0.015221,-18252,-4286,-298.0,7.0,2.0,2,2,,,,,,,0.0722,0.0801,0.9781,0.7008,,0.0534,0.0588,0.0619,0,1,0,1,0,1
0,1,202500.0,1132573.5,37561.5,927000.0,0.025164,-14815,-1652,-2299.0,14.0,3.0,2,2,0.0,0.0,0.0,0.0,1.0,4.0,,,,,,,,,1,0,0,1,0,1
0,1,450000.0,497520.0,32521.5,450000.0,0.020713,-11146,-4306,-114.0,,3.0,3,2,0.0,0.0,0.0,0.0,0.0,5.0,0.0907,0.0795,0.9786,0.7076,0.012,0.0898,0.0723,0.0873,1,0,1,0,1,0
0,0,83250.0,239850.0,23850.0,225000.0,0.006296,-24827,365243,-9012.0,,2.0,3,3,0.0,0.0,0.0,0.0,0.0,3.0,0.1443,0.0848,0.9876,0.83,0.1064,0.2371,0.1173,0.1484,1,0,1,0,0,1
0,2,135000.0,247500.0,12703.5,247500.0,0.026392,-11286,-746,-108.0,7.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1433,0.1455,0.9861,0.8096,0.0212,0.0861,0.1168,0.1217,1,0,0,1,1,0
0,0,90000.0,225000.0,11074.5,225000.0,0.028663,-19334,-3494,-2419.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0722,0.0147,0.9781,0.7008,0.001,0.0498,0.0588,0.067,1,0,1,0,0,1
1,0,112500.0,979992.0,27076.5,702000.0,0.018029,-18724,-2628,-6573.0,,1.0,3,2,0.0,0.0,0.0,0.0,2.0,2.0,0.0165,0.0089,0.9732,,,0.0265,,0.0094,1,0,1,0,0,1
0,1,112500.0,327024.0,23827.5,270000.0,0.019101,-15948,-1234,-5782.0,,3.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,0,1,0,0,1
0,0,270000.0,790830.0,57676.5,675000.0,0.04622,-9994,-1796,-4668.0,1.0,1.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,1,0,0,1,0,1
0,0,90000.0,180000.0,9000.0,180000.0,0.030755,-10341,-1010,-4799.0,,1.0,2,2,,,,,,,0.1505,0.0838,0.9831,0.7688,0.0188,0.0872,0.121,0.1412,0,1,1,0,0,1
0,0,292500.0,665892.0,24592.5,477000.0,0.025164,-15280,-2668,-5266.0,,2.0,2,2,0.0,0.0,0.0,1.0,0.0,5.0,0.0124,,0.9697,,,,,0.0149,1,0,1,0,0,1
0,0,112500.0,512064.0,25033.5,360000.0,0.008575,-11144,-1104,-7846.0,,2.0,2,2,0.0,0.0,0.0,0.0,2.0,5.0,0.3670000000000001,0.3751,0.9901,,,0.1569,,0.2574,1,0,1,0,0,1
0,0,90000.0,199008.0,20893.5,180000.0,0.010032,-12974,-4404,-7123.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0928,,0.9801,,,,,0.0602,1,0,1,0,1,0
0,1,360000.0,733315.5,39069.0,679500.0,0.015221,-11694,-2060,-3557.0,3.0,3.0,2,2,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1,0,0,1,1,0
0,0,135000.0,1125000.0,32895.0,1125000.0,0.019689,-15997,-4585,-5735.0,,2.0,2,2,,,,,,,0.0825,0.0804,0.9762,0.6736,0.0056,0.038,0.0672,0.0637,1,0,1,0,0,1
0,0,112500.0,450000.0,44509.5,450000.0,0.008575,-12158,-1275,-6265.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0948,0.0792,0.9861,0.8096,,0.0888,,0.0582,1,0,1,0,1,0
0,2,198000.0,641173.5,23157.0,553500.0,0.01885,-17199,-768,-63.0,,4.0,2,2,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,1,0,1,0,0,1
0,0,121500.0,454500.0,15151.5,454500.0,0.030755,-21077,-1288,-5474.0,,2.0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,1,0,1,0,0,1
0,0,99000.0,247275.0,17338.5,225000.0,0.006207,-23920,365243,-9817.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,,,0.9851,,,0.0566,,0.0922,1,0,1,0,0,1
0,0,180000.0,540000.0,27000.0,540000.0,0.025164,-16126,-1761,-8236.0,3.0,2.0,2,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0814,0.0994,0.9831,0.7688,0.0142,0.1404,0.0656,0.0771,0,1,0,1,0,1
1,0,202500.0,1193580.0,35028.0,855000.0,0.025164,-17482,-1262,-1182.0,,2.0,2,2,0.0,0.0,0.0,2.0,0.0,4.0,0.1309,0.125,0.996,0.9456,0.0822,0.0142,0.1059,0.1267,1,0,1,0,0,1
0,0,202500.0,604152.0,29196.0,540000.0,0.009175,-16971,-475,-3148.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,1,0,1,0,0,1
1,0,135000.0,288873.0,16258.5,238500.0,0.007305,-13384,-3597,-45.0,,2.0,3,3,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,1,0,1,0,1,0
0,0,108000.0,746280.0,42970.5,675000.0,0.010966,-23548,365243,-5745.0,,1.0,2,2,0.0,0.0,0.0,0.0,0.0,3.0,0.2186,0.1232,0.9851,0.7959999999999999,0.0528,0.1154,0.1774,0.2113,1,0,1,0,0,1
0,0,202500.0,661702.5,48280.5,598500.0,0.007114,-9827,-758,-4166.0,,2.0,2,2,,,,,,,,,,,,,,,1,0,1,0,0,1
0,1,90000.0,180000.0,9000.0,180000.0,0.009334,-7974,-895,-6591.0,,3.0,2,2,,,,,,,,,,,,,,,0,1,1,0,0,1
0,0,202500.0,305221.5,17649.0,252000.0,0.019689,-20373,365243,-7760.0,,1.0,2,2,0.0,0.0,0.0,0.0,2.0,4.0,,,,,,,,,1,0,1,0,0,1
0,0,99000.0,260640.0,26838.0,225000.0,0.022625,-20121,-5332,-9197.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,1,0,1,0,0,1
0,0,130500.0,1350000.0,37255.5,1350000.0,0.020713,-19727,-4411,-6225.0,,2.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,0,1,0,1,0
0,0,360000.0,1506816.0,49927.5,1350000.0,0.010006,-18264,-9523,-5504.0,3.0,2.0,2,2,,,,,,,,,,,,,,,1,0,0,1,0,1
0,0,54000.0,135000.0,6750.0,135000.0,0.014519999999999996,-12406,-1176,-1149.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0664,0.0442,0.998,,,0.0085,,0.0651,0,1,1,0,0,1
0,1,540000.0,675000.0,34596.0,675000.0,0.026392,-18632,-6977,-3904.0,7.0,3.0,2,2,0.0,0.0,1.0,0.0,0.0,3.0,0.5309,0.2491,0.9811,0.7416,,0.3977,,0.5878,1,0,0,1,0,1
0,0,76500.0,454500.0,14661.0,454500.0,0.028663,-12282,-778,-1824.0,13.0,2.0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0227,,0.9806,,,,,0.0114,1,0,0,1,1,0
0,2,225000.0,314055.0,16164.0,238500.0,0.006629,-10473,-1392,-2025.0,,4.0,2,2,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,1,0,1,0,0,1
0,0,81000.0,675000.0,32472.0,675000.0,0.010006,-18611,365243,-6936.0,8.0,2.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,0.2165,0.1678,0.9846,0.7892,,0.1071,,,1,0,0,1,1,0
0,0,180000.0,837427.5,45558.0,666000.0,0.022625,-12955,-4106,-7054.0,,2.0,2,2,0.0,0.0,0.0,1.0,0.0,4.0,0.1186,0.066,0.9801,0.728,0.0385,0.0606,0.0958,0.0822,1,0,1,0,0,1
0,0,67500.0,298728.0,15381.0,202500.0,0.019101,-21621,365243,-2019.0,,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,0,1,0,1,0
0,0,81000.0,247500.0,12375.0,247500.0,0.031329,-18248,-2351,-4375.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1227,0.1572,0.9886,0.8436,0.0029,0.0554,0.0992,0.1177,0,1,1,0,0,1
0,1,360000.0,640458.0,27265.5,517500.0,0.00733,-14186,-1743,-2128.0,10.0,2.0,2,2,0.0,0.0,0.0,0.0,1.0,3.0,,,,,,,,,1,0,0,1,0,1
0,0,540000.0,1227901.5,46899.0,1129500.0,0.032561,-20544,-2091,-6846.0,2.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0256,0.0,0.9354,0.11599999999999999,0.0076,0.0664,0.0202,0.0305,1,0,0,1,0,1
0,0,180000.0,1663987.5,86989.5,1588500.0,0.018801,-20121,-2446,-6755.0,,2.0,2,2,0.0,0.0,0.0,2.0,0.0,1.0,0.0876,0.0496,0.9841,0.7824,0.0096,0.0208,0.0698,0.0767,1,0,1,0,0,1
0,0,180000.0,1080000.0,44118.0,1080000.0,0.010006,-7907,-1324,-4557.0,,1.0,2,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0928,0.0955,0.9856,0.8028,0.013000000000000001,0.1147,0.0756,0.0913,1,0,1,0,1,0
0,0,324000.0,1130760.0,40189.5,810000.0,0.01885,-22843,365243,-1042.0,10.0,2.0,2,2,0.0,0.0,0.0,0.0,1.0,1.0,0.1928,0.2309,0.9955,,,0.1427,,0.2818,1,0,0,1,0,1
0,0,112500.0,95940.0,10462.5,90000.0,0.00496,-12240,-3720,-5246.0,,1.0,2,2,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,1,0,1,0,1,0
0,0,180000.0,315000.0,9679.5,315000.0,0.028663,-13866,-2546,-5448.0,1.0,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0124,,0.9677,0.5579999999999999,0.0013,0.0489,0.0101,0.01,1,0,0,1,1,0
0,0,180000.0,1256400.0,40657.5,900000.0,0.072508,-12049,-579,-6105.0,,1.0,1,1,0.0,0.0,0.0,0.0,0.0,8.0,0.1433,0.0993,0.9811,0.7416,0.0,0.0,0.1168,0.1367,1,0,1,0,0,1
0,0,180000.0,1035000.0,43983.0,1035000.0,0.028663,-19550,-4856,-6836.0,21.0,2.0,2,2,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,1,0,0,1,0,1
0,0,225000.0,270000.0,13500.0,270000.0,0.00733,-15359,-114,-5076.0,,1.0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0,1,1,0,0,1
0,1,157500.0,450000.0,22500.0,450000.0,0.010966,-11956,-3154,-8118.0,,3.0,2,2,0.0,0.0,0.0,0.0,0.0,5.0,0.2175,0.1455,0.9891,0.8504,0.0443,0.1343,0.1774,0.2129,0,1,1,0,1,0
0,0,180000.0,450000.0,21109.5,450000.0,0.014519999999999996,-10848,-121,-4809.0,20.0,2.0,2,2,,,,,,,0.067,0.0,0.9752,0.66,0.0068,0.0483,0.0538,0.0506,1,0,0,1,1,0
0,2,180000.0,450000.0,21109.5,450000.0,0.01885,-12009,-2844,-1377.0,,4.0,2,2,0.0,0.0,0.0,1.0,0.0,2.0,0.0722,0.0487,0.9826,0.762,0.0085,0.0176,0.0588,0.0505,1,0,1,0,1,0
0,0,103500.0,573628.5,24435.0,463500.0,0.009657,-15406,-892,-341.0,22.0,2.0,2,2,0.0,0.0,0.0,0.0,0.0,3.0,0.1464,0.1291,0.9861,0.8096,0.10800000000000001,0.0,0.1194,0.0933,1,0,0,1,0,1
0,2,225000.0,495351.0,26140.5,459000.0,0.02461,-14860,-1156,-23.0,,3.0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0165,0.0,0.9727,0.626,,0.0249,,0.011000000000000001,1,0,1,0,0,1
0,1,157500.0,755190.0,28894.5,675000.0,0.016612000000000002,-11187,-2224,-3253.0,,3.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,0,1,0,0,1
0,1,135000.0,675000.0,21775.5,675000.0,0.019101,-14264,-2492,-4327.0,,2.0,2,2,0.0,0.0,0.0,1.0,4.0,2.0,,,,,,,,,1,0,1,0,0,1
0,1,202500.0,1288350.0,37800.0,1125000.0,0.003069,-17542,-2011,-1529.0,,3.0,3,3,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,1,0,1,0,0,1
0,0,112500.0,135000.0,6750.0,135000.0,0.0228,-19467,-4066,-4623.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,0,1,1,0,1,0
0,0,135000.0,337761.0,15781.5,256500.0,0.025164,-9666,-2811,-4437.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,3.0,0.0722,0.0752,0.6508,0.6736,0.008,0.0671,0.0664,0.0639,1,0,1,0,0,1
0,1,94500.0,585000.0,28273.5,585000.0,0.028663,-18253,-721,-1701.0,,3.0,2,2,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,1,0,1,0,0,1
0,0,108000.0,113760.0,5301.0,90000.0,0.030755,-22935,365243,-12623.0,,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1474,0.0669,0.9578,,,0.0663,,0.1648,1,0,1,0,0,1
0,2,67500.0,135000.0,6750.0,135000.0,0.020246,-18693,-1434,-10255.0,,4.0,3,3,,,,,,,,,,,,,,,0,1,1,0,0,1
1,0,81000.0,252000.0,14593.5,252000.0,0.028663,-24794,365243,-5391.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,0,1,0,0,1
0,0,157500.0,760225.5,30280.5,679500.0,0.035792000000000004,-17527,-2442,-3500.0,20.0,2.0,2,2,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,1,0,0,1,0,1
0,0,225000.0,270000.0,13500.0,270000.0,0.01885,-17390,-924,-7211.0,1.0,2.0,2,2,,,,,,,,,,,,,,,0,1,0,1,1,0
0,0,360000.0,733315.5,41076.0,679500.0,0.009175,-23032,365243,-9506.0,,1.0,2,2,0.0,0.0,0.0,0.0,0.0,3.0,0.0454,0.0108,0.9742,,,0.0292,,0.036000000000000004,1,0,1,0,0,1
0,2,202500.0,796396.5,38443.5,643500.0,0.008019,-15909,-1094,-3134.0,65.0,4.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,1,0,0,1,0,1
0,0,202500.0,343377.0,22072.5,283500.0,0.072508,-18138,-969,-7421.0,5.0,1.0,1,1,,,,,,,,,,,,,,,1,0,0,1,0,1
0,1,126000.0,327024.0,10264.5,270000.0,0.02461,-14321,-192,-6913.0,,2.0,2,2,0.0,0.0,0.0,6.0,0.0,0.0,0.0041,,0.9722,0.6192,,0.0144,0.0034,0.0048,1,0,1,0,1,0
0,0,72000.0,450000.0,16965.0,450000.0,0.009175,-21112,-1694,-6057.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,0,1,0,0,1
0,0,90000.0,547344.0,30690.0,472500.0,0.022625,-18556,-862,-6769.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,1,0,1,0,0,1
0,0,193500.0,225000.0,23755.5,225000.0,0.031329,-19810,-8862,-4493.0,,2.0,2,2,0.0,0.0,0.0,0.0,2.0,4.0,,,,,,,,,1,0,1,0,0,1
0,3,171000.0,545040.0,31288.5,450000.0,0.006629,-12780,-1415,-5146.0,,5.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,0,1,0,0,1
0,3,135000.0,373140.0,25065.0,337500.0,0.035792000000000004,-10744,-741,-442.0,21.0,5.0,2,2,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,1,0,0,1,0,1
0,1,112500.0,862560.0,27954.0,720000.0,0.0228,-10485,-1249,-4628.0,17.0,3.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2619,0.1186,0.9876,0.83,,0.0856,,0.2675,1,0,0,1,1,0
1,0,315000.0,953460.0,64107.0,900000.0,0.030755,-10199,-2015,-4802.0,2.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,1,0,0,1,0,1
0,0,76500.0,135000.0,6696.0,135000.0,0.028663,-15137,-7980,-9176.0,11.0,1.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,1,0,0,1,1,0
0,0,135000.0,284400.0,22599.0,225000.0,0.030755,-10734,-693,-7913.0,,1.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,1,0,1,0,0,1
0,0,90000.0,315000.0,14683.5,315000.0,0.028663,-15371,-367,-3071.0,,2.0,2,2,0.0,0.0,0.0,0.0,2.0,2.0,0.0247,0.0,0.9707,,,0.0671,,0.0243,1,0,1,0,1,0
0,0,243000.0,900000.0,32017.5,900000.0,0.010006,-14751,-6737,-3390.0,,2.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1474,0.4212,0.9975,0.966,,0.0135,0.1059,0.18600000000000005,1,0,1,0,0,1
0,0,90000.0,675000.0,26541.0,675000.0,0.026392,-22471,365243,-217.0,,1.0,2,2,,,,,,,0.1361,0.0761,0.996,0.9456,0.0525,0.0814,0.1097,0.1539,1,0,1,0,0,1
0,0,54000.0,180000.0,9000.0,180000.0,0.015221,-11142,-2419,-4987.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,1,1,0,0,1
0,0,135000.0,781920.0,28215.0,675000.0,0.019689,-9650,-2953,-4329.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,1,0,1,0,1,0
0,0,126000.0,787131.0,26145.0,679500.0,0.018209,-16798,-669,-9388.0,,2.0,3,3,1.0,1.0,0.0,0.0,0.0,1.0,,0.1117,0.9781,,,,,0.0987,1,0,1,0,0,1
0,1,76500.0,808650.0,26217.0,675000.0,0.0228,-10954,-2469,-550.0,,3.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3887,0.2438,0.9990000000000001,0.9864,0.1221,0.1498,0.2564,0.3606,1,0,1,0,1,0
0,0,103500.0,675000.0,19737.0,675000.0,0.020246,-23719,-8466,-3917.0,,1.0,3,3,0.0,0.0,0.0,0.0,0.0,2.0,0.0567,0.0629,0.9732,0.6328,0.0484,0.0314,0.042,0.0308,1,0,1,0,1,0
0,0,225000.0,448272.0,28647.0,396000.0,0.072508,-24051,365243,-7040.0,,1.0,1,1,0.0,0.0,0.0,0.0,1.0,8.0,0.2959,0.1785,0.9786,0.7076,0.0,0.0,0.2412,0.2693,1,0,1,0,0,1
0,0,126000.0,263686.5,26208.0,238500.0,0.009549,-21613,365243,-2376.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,1,0,1,0,1,0
0,2,135000.0,180000.0,9000.0,180000.0,0.04622,-12900,-782,-2124.0,,4.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,0.0309,0.9732,,,,,0.0126,0,1,1,0,0,1
0,0,112500.0,52128.0,5341.5,45000.0,0.02461,-21341,365243,-10150.0,,2.0,2,2,,,,,,,0.0742,0.0,0.9861,0.8096,,0.0435,0.0605,0.0736,1,0,1,0,0,1
0,1,85500.0,135000.0,6750.0,135000.0,0.018029,-9415,-225,-4066.0,5.0,3.0,3,2,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,1,0,1,0,1
1,1,157500.0,723996.0,30802.5,585000.0,0.007273999999999998,-10526,-267,-387.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1485,0.0604,0.9881,0.8368,0.0882,0.1368,0.1202,0.1012,1,0,1,0,0,1
0,0,270000.0,891072.0,45625.5,720000.0,0.072508,-13830,-1169,-7953.0,,1.0,1,1,0.0,0.0,0.0,0.0,0.0,4.0,0.1423,0.0785,0.9841,0.7824,0.2632,0.0216,0.111,0.1627,1,0,1,0,0,1
0,0,202500.0,1136439.0,73611.0,1089000.0,0.032561,-23656,-968,-14666.0,,1.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.332,,0.9801,,,0.2208,,0.3263,1,0,1,0,0,1
0,0,67500.0,384048.0,18810.0,270000.0,0.002134,-9207,-1043,-4069.0,,2.0,3,3,,,,,,,,,,,,,,,1,0,1,0,1,0
0,0,202500.0,180000.0,9000.0,180000.0,0.018634,-10085,-465,-9649.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.9816,,,,,0.2365,0,1,1,0,1,0
0,0,135000.0,391194.0,26271.0,319500.0,0.00733,-19829,-215,-4730.0,,2.0,2,2,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,1,0,1,0,0,1
0,1,157500.0,1571931.0,49356.0,1435500.0,0.04622,-15949,-239,-1146.0,9.0,3.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.5351,0.0118,0.998,0.9728,0.2781,0.0749,0.4194,0.5357,1,0,0,1,1,0
0,0,225000.0,891072.0,45625.5,720000.0,0.020246,-20284,365243,-1990.0,2.0,2.0,3,3,,,,,,,,,,,,,,,1,0,0,1,0,1
0,0,135000.0,824823.0,29223.0,688500.0,0.04622,-14339,365243,-1104.0,5.0,2.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.3247,,,,,,,0.4549,1,0,0,1,1,0
